transaction_id,recovered,transaction_amount,recovery_probability,priority_score,priority
txn_000064,1,17125.77,0.7574,0.6686,MEDIUM
txn_001895,1,19786.9,0.7571,0.6729,MEDIUM
txn_000186,0,24216.77,0.7571,0.6913,MEDIUM
txn_000459,1,29336.88,0.7569,0.6943,MEDIUM
txn_002686,1,15801.3,0.7567,0.66,MEDIUM
txn_001583,1,29429.89,0.7567,0.7235,MEDIUM
txn_001625,1,36090.08,0.7567,0.6679,MEDIUM
txn_002752,1,37057.94,0.7566,0.7425,MEDIUM
txn_002708,1,24993.57,0.7562,0.6072,MEDIUM
txn_001232,0,23780.15,0.756,0.6896,MEDIUM
txn_002630,1,35644.68,0.7559,0.6472,MEDIUM
txn_001131,1,22230.38,0.7558,0.6889,MEDIUM
txn_002591,1,31622.71,0.7558,0.6811,MEDIUM
txn_001156,1,41393.5,0.7554,0.7184,MEDIUM
txn_000605,1,34460.55,0.7553,0.6754,MEDIUM
txn_002568,1,37426.47,0.7552,0.706,MEDIUM
txn_000274,1,1306.48,0.7551,0.5732,MEDIUM
txn_000633,1,49293.18,0.7549,0.7704,HIGH
txn_001929,0,31875.24,0.7548,0.6655,MEDIUM
txn_001375,0,46550.96,0.7543,0.7506,HIGH
txn_000863,1,2643.13,0.754,0.6442,MEDIUM
txn_002487,1,23049.75,0.7538,0.7209,MEDIUM
txn_001574,1,37948.15,0.7534,0.7136,MEDIUM
txn_002265,1,38691.82,0.7533,0.7422,MEDIUM
txn_000343,1,27362.31,0.7533,0.6954,MEDIUM
txn_002621,1,21027.61,0.7529,0.6399,MEDIUM
txn_001732,1,35705.42,0.7528,0.6014,MEDIUM
txn_000873,1,46581.65,0.7525,0.719,MEDIUM
txn_000784,1,38247.05,0.7525,0.7146,MEDIUM
txn_000977,1,20302.95,0.7517,0.6169,MEDIUM
txn_000422,1,14421.86,0.751,0.5001,LOW
txn_002617,1,25136.27,0.7509,0.6313,MEDIUM
txn_001969,1,12139.63,0.7509,0.5969,MEDIUM
txn_002434,1,47314.5,0.7508,0.7397,MEDIUM
txn_002553,0,48801.58,0.7508,0.6859,MEDIUM
txn_000718,0,26372.37,0.7507,0.6875,MEDIUM
txn_001035,1,12339.72,0.7505,0.6108,MEDIUM
txn_000761,1,10956.07,0.7504,0.6997,MEDIUM
txn_001665,1,30005.04,0.7503,0.7095,MEDIUM
txn_001294,0,13131.84,0.7502,0.6113,MEDIUM
txn_001797,1,9036.35,0.75,0.6456,MEDIUM
txn_001033,1,16418.2,0.7499,0.6094,MEDIUM
txn_001944,0,22488.27,0.7496,0.6104,MEDIUM
txn_001057,1,10920.38,0.7492,0.6148,MEDIUM
txn_000162,1,13716.19,0.749,0.6663,MEDIUM
txn_002861,0,15382.49,0.7488,0.6446,MEDIUM
txn_000217,0,35191.48,0.7488,0.6243,MEDIUM
txn_002412,1,9788.77,0.7487,0.5939,MEDIUM
txn_001981,0,13026.11,0.7485,0.621,MEDIUM
txn_002703,1,48149.08,0.7483,0.7985,HIGH
txn_000507,0,31043.54,0.7481,0.7442,MEDIUM
txn_000525,0,47849.37,0.7478,0.7385,MEDIUM
txn_001397,1,37205.19,0.7478,0.7293,MEDIUM
txn_000061,1,17706.7,0.7478,0.642,MEDIUM
txn_000283,1,6819.82,0.7475,0.6336,MEDIUM
txn_002344,0,8141.57,0.7473,0.6517,MEDIUM
txn_000676,1,484.9,0.7472,0.6274,MEDIUM
txn_000236,1,21292.69,0.7472,0.6603,MEDIUM
txn_000115,0,27594.58,0.7471,0.6225,MEDIUM
txn_002725,1,18346.08,0.747,0.6253,MEDIUM
txn_000870,0,8366.6,0.7469,0.6566,MEDIUM
txn_001046,1,14374.57,0.7469,0.6335,MEDIUM
txn_001240,0,30299.26,0.7467,0.7442,MEDIUM
txn_000406,1,45101.24,0.7466,0.7402,MEDIUM
txn_002073,1,25337.01,0.7466,0.6155,MEDIUM
txn_000658,1,46468.0,0.7461,0.7055,MEDIUM
txn_000196,1,33389.86,0.746,0.7561,HIGH
txn_001634,1,6878.93,0.7458,0.5871,MEDIUM
txn_002369,1,49036.69,0.7458,0.6659,MEDIUM
txn_001335,1,27303.38,0.7457,0.6524,MEDIUM
txn_001500,1,3614.53,0.7457,0.5161,LOW
txn_000975,1,3827.07,0.7456,0.6339,MEDIUM
txn_000939,1,42929.08,0.7455,0.7161,MEDIUM
txn_001441,0,30661.27,0.7453,0.6394,MEDIUM
txn_002635,1,33652.82,0.7452,0.678,MEDIUM
txn_000604,0,28848.92,0.7446,0.6724,MEDIUM
txn_001845,1,45528.02,0.7442,0.7134,MEDIUM
txn_002079,1,33980.64,0.7434,0.7238,MEDIUM
txn_001414,1,3604.45,0.7434,0.5644,MEDIUM
txn_000689,1,40822.32,0.7432,0.7091,MEDIUM
txn_002841,1,17862.46,0.7431,0.6318,MEDIUM
txn_002821,1,10419.31,0.7429,0.643,MEDIUM
txn_002118,0,13140.08,0.7429,0.6349,MEDIUM
txn_002141,1,42110.1,0.7429,0.5659,MEDIUM
txn_002247,1,5632.03,0.7421,0.5035,LOW
txn_001069,1,26392.35,0.742,0.7178,MEDIUM
txn_000708,1,48975.11,0.7418,0.717,MEDIUM
txn_002867,1,15783.46,0.7417,0.6267,MEDIUM
txn_002674,0,48806.05,0.7416,0.7102,MEDIUM
txn_002266,1,3249.91,0.7414,0.4969,LOW
txn_002220,1,28503.91,0.7414,0.6085,MEDIUM
txn_002207,0,8931.7,0.7413,0.6401,MEDIUM
txn_001315,1,43735.15,0.7411,0.7513,HIGH
txn_001965,1,37849.34,0.7407,0.6802,MEDIUM
txn_002795,1,31333.72,0.7407,0.697,MEDIUM
txn_002817,1,8190.6,0.7406,0.5137,LOW
txn_001058,1,29580.88,0.7401,0.6915,MEDIUM
txn_001889,0,48174.63,0.7401,0.6945,MEDIUM
txn_000325,0,46712.1,0.74,0.7036,MEDIUM
txn_002652,1,22879.26,0.74,0.6213,MEDIUM
txn_000062,1,4517.92,0.7399,0.6108,MEDIUM
txn_002317,0,8213.88,0.7394,0.6465,MEDIUM
txn_001730,1,12916.1,0.7394,0.5488,LOW
txn_000324,0,37170.02,0.739,0.7157,MEDIUM
txn_001280,1,46681.93,0.739,0.7816,HIGH
txn_001962,1,25107.33,0.7385,0.6668,MEDIUM
txn_002167,1,49519.06,0.7384,0.7492,MEDIUM
txn_001597,1,34836.71,0.7382,0.6097,MEDIUM
txn_001734,1,7578.8,0.738,0.5436,LOW
txn_000133,1,34405.68,0.738,0.6517,MEDIUM
txn_002029,0,33589.57,0.737,0.6964,MEDIUM
txn_002279,0,4602.18,0.7367,0.5527,MEDIUM
txn_002205,1,36349.95,0.7365,0.7044,MEDIUM
txn_002312,1,5167.22,0.7365,0.5569,MEDIUM
txn_002510,1,21138.68,0.7363,0.6123,MEDIUM
txn_001151,0,17659.61,0.7362,0.6625,MEDIUM
txn_001484,1,30591.72,0.7361,0.708,MEDIUM
txn_001760,0,28751.62,0.7359,0.7177,MEDIUM
txn_000842,1,48439.41,0.7356,0.7056,MEDIUM
txn_000096,1,48153.76,0.7352,0.727,MEDIUM
txn_001749,1,13563.73,0.7352,0.5193,LOW
txn_002636,0,17186.8,0.7349,0.6242,MEDIUM
txn_002932,1,34735.76,0.7347,0.7777,HIGH
txn_001717,1,5321.3,0.7344,0.616,MEDIUM
txn_001821,1,8582.17,0.7339,0.624,MEDIUM
txn_002226,1,43436.41,0.7338,0.6709,MEDIUM
txn_002161,0,38817.18,0.7338,0.7171,MEDIUM
txn_002726,1,41959.82,0.7338,0.6258,MEDIUM
txn_001994,1,24071.42,0.7338,0.7035,MEDIUM
txn_000401,1,30110.21,0.7336,0.568,MEDIUM
txn_000281,1,10092.5,0.7335,0.5529,MEDIUM
txn_000477,1,44898.6,0.7333,0.7829,HIGH
txn_001005,1,33898.1,0.7331,0.7282,MEDIUM
txn_000202,1,20715.51,0.7331,0.612,MEDIUM
txn_002757,0,34217.51,0.733,0.727,MEDIUM
txn_000339,0,9306.65,0.7329,0.6069,MEDIUM
txn_001136,0,39870.7,0.7328,0.7341,MEDIUM
txn_000993,1,35915.91,0.7326,0.611,MEDIUM
txn_000732,1,1703.56,0.7322,0.59,MEDIUM
txn_001455,0,2847.95,0.7321,0.5919,MEDIUM
txn_001122,1,28781.09,0.732,0.6938,MEDIUM
txn_000185,1,39353.04,0.7315,0.6169,MEDIUM
txn_001014,1,15874.87,0.731,0.6166,MEDIUM
txn_001053,1,2188.4,0.7307,0.5947,MEDIUM
txn_000479,1,40363.5,0.7304,0.7082,MEDIUM
txn_002539,1,49750.63,0.7301,0.6676,MEDIUM
txn_001171,0,4687.14,0.7301,0.6261,MEDIUM
txn_002955,1,25590.14,0.73,0.5665,MEDIUM
txn_002953,1,10181.69,0.7297,0.6102,MEDIUM
txn_001041,1,19344.55,0.7295,0.6751,MEDIUM
txn_002321,0,9089.18,0.7295,0.5978,MEDIUM
txn_000827,1,48053.69,0.7291,0.6907,MEDIUM
txn_000649,1,1220.5,0.7289,0.6241,MEDIUM
txn_001473,1,48753.73,0.7289,0.7479,MEDIUM
txn_002942,1,38118.86,0.7288,0.724,MEDIUM
txn_002000,0,19975.18,0.7284,0.6026,MEDIUM
txn_002225,1,33007.07,0.7283,0.7346,MEDIUM
txn_002880,1,11429.61,0.7281,0.5079,LOW
txn_002182,1,16881.04,0.728,0.5864,MEDIUM
txn_000381,1,18210.97,0.728,0.6727,MEDIUM
txn_000675,1,18167.26,0.7278,0.6572,MEDIUM
txn_000359,1,32683.6,0.7272,0.745,MEDIUM
txn_001129,1,36129.18,0.7271,0.7129,MEDIUM
txn_001862,1,25250.51,0.7269,0.7353,MEDIUM
txn_001498,1,41573.11,0.7268,0.6666,MEDIUM
txn_002084,1,24233.99,0.7263,0.6408,MEDIUM
txn_001915,1,33960.91,0.7259,0.6449,MEDIUM
txn_001186,1,18123.41,0.7259,0.6753,MEDIUM
txn_000305,0,10222.94,0.7258,0.5873,MEDIUM
txn_000463,1,1198.29,0.7253,0.555,MEDIUM
txn_001430,0,4857.08,0.7253,0.4962,LOW
txn_000462,1,43592.41,0.7252,0.7442,MEDIUM
txn_000509,0,12903.34,0.7249,0.6088,MEDIUM
txn_001317,1,17746.85,0.7248,0.6037,MEDIUM
txn_002403,1,3129.84,0.7245,0.6343,MEDIUM
txn_000012,0,5850.98,0.7244,0.5453,LOW
txn_001230,1,1684.57,0.7242,0.58,MEDIUM
txn_001871,1,19456.13,0.7237,0.603,MEDIUM
txn_002624,1,21794.58,0.7235,0.6568,MEDIUM
txn_000476,1,26587.81,0.7233,0.598,MEDIUM
txn_002722,1,43686.51,0.7233,0.6031,MEDIUM
txn_000197,1,2997.57,0.7232,0.5952,MEDIUM
txn_000199,1,13720.64,0.723,0.6004,MEDIUM
txn_000124,0,21955.16,0.723,0.5862,MEDIUM
txn_001658,0,39073.71,0.7228,0.7015,MEDIUM
txn_002068,1,13444.1,0.7224,0.5837,MEDIUM
txn_002464,1,36649.93,0.7216,0.6327,MEDIUM
txn_002218,1,6067.16,0.7214,0.6222,MEDIUM
txn_001220,1,14998.04,0.7214,0.5739,MEDIUM
txn_002614,1,35114.57,0.7209,0.676,MEDIUM
txn_001180,1,31576.49,0.72,0.6887,MEDIUM
txn_001913,1,2650.09,0.7199,0.5823,MEDIUM
txn_002122,0,35610.98,0.7194,0.6407,MEDIUM
txn_000109,1,29190.98,0.7186,0.7161,MEDIUM
txn_001418,0,11460.51,0.7186,0.5785,MEDIUM
txn_001449,0,24017.78,0.7184,0.5796,MEDIUM
txn_001903,1,44170.77,0.7183,0.6887,MEDIUM
txn_001830,1,38960.78,0.7182,0.6549,MEDIUM
txn_002329,0,40231.1,0.7179,0.6787,MEDIUM
txn_000945,0,9785.27,0.7179,0.5683,MEDIUM
txn_001345,1,30136.17,0.7175,0.6336,MEDIUM
txn_000728,0,29664.57,0.7174,0.6652,MEDIUM
txn_002139,0,25671.09,0.7173,0.625,MEDIUM
txn_002719,0,29550.65,0.717,0.6098,MEDIUM
txn_000326,1,24131.89,0.7169,0.6229,MEDIUM
txn_002314,1,23402.51,0.7169,0.6232,MEDIUM
txn_000003,1,22119.59,0.7168,0.6137,MEDIUM
txn_000654,1,24830.57,0.7167,0.6789,MEDIUM
txn_001783,1,42078.91,0.7165,0.6909,MEDIUM
txn_001082,1,49127.99,0.716,0.7689,HIGH
txn_000938,0,23553.35,0.7156,0.6475,MEDIUM
txn_002745,1,30760.04,0.7152,0.675,MEDIUM
txn_002864,1,25897.1,0.7145,0.5694,MEDIUM
txn_001031,1,2654.15,0.7144,0.5314,LOW
txn_002613,1,14422.54,0.7142,0.63,MEDIUM
txn_001739,1,6910.05,0.7139,0.6104,MEDIUM
txn_001517,0,34672.86,0.7137,0.6437,MEDIUM
txn_000672,1,6790.06,0.7134,0.5085,LOW
txn_002425,1,37613.76,0.7127,0.6694,MEDIUM
txn_001876,1,32186.45,0.7126,0.6646,MEDIUM
txn_000523,1,15569.91,0.7126,0.5865,MEDIUM
txn_002296,1,36938.65,0.7125,0.6096,MEDIUM
txn_002849,1,37089.47,0.7122,0.6954,MEDIUM
txn_000920,1,21843.2,0.7122,0.6805,MEDIUM
txn_001287,0,26222.73,0.7119,0.6196,MEDIUM
txn_002194,1,33040.93,0.7119,0.5814,MEDIUM
txn_000288,0,32412.49,0.7114,0.7082,MEDIUM
txn_001978,1,21550.68,0.7114,0.6984,MEDIUM
txn_000081,1,17104.62,0.7112,0.6197,MEDIUM
txn_002572,0,37071.99,0.711,0.6708,MEDIUM
txn_000638,1,24115.79,0.7103,0.6496,MEDIUM
txn_000492,1,29345.99,0.71,0.6328,MEDIUM
txn_001960,0,37847.96,0.71,0.6589,MEDIUM
txn_002125,1,36165.79,0.71,0.5864,MEDIUM
txn_002475,0,15125.64,0.7094,0.5704,MEDIUM
txn_000313,1,1433.29,0.7092,0.5509,MEDIUM
txn_001169,0,3505.54,0.709,0.5846,MEDIUM
txn_002632,1,19974.71,0.709,0.5284,LOW
txn_002149,1,20075.22,0.7087,0.5723,MEDIUM
txn_000835,1,2789.27,0.7086,0.55,LOW
txn_001782,1,6626.36,0.708,0.6212,MEDIUM
txn_000768,1,6592.36,0.7076,0.5483,LOW
txn_002249,1,28553.34,0.7073,0.6845,MEDIUM
txn_000918,1,9622.61,0.7069,0.6676,MEDIUM
txn_000814,1,43365.99,0.7063,0.7021,MEDIUM
txn_000582,1,31708.26,0.7062,0.6533,MEDIUM
txn_001932,1,32751.08,0.7061,0.5865,MEDIUM
txn_000734,0,26432.04,0.7058,0.6491,MEDIUM
txn_000049,1,28362.32,0.7057,0.6553,MEDIUM
txn_002638,1,41794.13,0.7054,0.7155,MEDIUM
txn_000377,1,1950.93,0.7053,0.5487,LOW
txn_001561,1,42133.84,0.7051,0.6831,MEDIUM
txn_002401,1,26192.48,0.7049,0.6292,MEDIUM
txn_000529,1,17952.54,0.7047,0.6063,MEDIUM
txn_000722,1,20268.05,0.7047,0.6142,MEDIUM
txn_002534,1,19093.12,0.7042,0.5993,MEDIUM
txn_002461,1,44676.82,0.7035,0.5947,MEDIUM
txn_002159,1,25784.91,0.7035,0.6756,MEDIUM
txn_001385,1,32877.55,0.7032,0.633,MEDIUM
txn_001660,1,15580.32,0.7025,0.5952,MEDIUM
txn_002103,1,19187.49,0.7025,0.635,MEDIUM
txn_000572,1,43785.45,0.7021,0.6947,MEDIUM
txn_002744,0,42575.82,0.7021,0.7087,MEDIUM
txn_000439,1,15630.39,0.7021,0.6623,MEDIUM
txn_002623,0,39304.53,0.7013,0.6634,MEDIUM
txn_002705,1,49128.82,0.7009,0.7992,HIGH
txn_002456,1,21300.67,0.7004,0.5102,LOW
txn_001890,0,26060.31,0.7003,0.6737,MEDIUM
txn_000143,1,581.67,0.7001,0.5639,MEDIUM
txn_000995,1,43297.71,0.6999,0.6913,MEDIUM
txn_000629,1,32369.02,0.6998,0.6896,MEDIUM
txn_002354,1,34616.71,0.6995,0.7291,MEDIUM
txn_002878,1,43127.57,0.6993,0.6666,MEDIUM
txn_002637,1,33025.6,0.6989,0.6705,MEDIUM
txn_000522,1,17334.96,0.6987,0.5836,MEDIUM
txn_000646,1,30586.89,0.6984,0.663,MEDIUM
txn_001886,1,12605.13,0.6982,0.5362,LOW
txn_001959,1,14482.11,0.6974,0.5553,MEDIUM
txn_001485,1,32952.34,0.6971,0.6284,MEDIUM
txn_002224,0,23627.78,0.697,0.6738,MEDIUM
txn_000626,1,48929.02,0.6967,0.7047,MEDIUM
txn_002083,0,47264.93,0.6965,0.6681,MEDIUM
txn_002984,1,27427.9,0.6965,0.5924,MEDIUM
txn_000927,0,28653.31,0.6963,0.6731,MEDIUM
txn_000833,1,38765.05,0.6961,0.6897,MEDIUM
txn_001946,1,12484.86,0.6959,0.6693,MEDIUM
txn_002741,1,35338.75,0.6954,0.6583,MEDIUM
txn_002930,1,10556.46,0.6951,0.4799,LOW
txn_002952,0,43930.23,0.695,0.6862,MEDIUM
txn_000596,1,9530.05,0.6949,0.5008,LOW
txn_000103,1,4564.61,0.6944,0.5186,LOW
txn_002936,1,48477.31,0.6941,0.6643,MEDIUM
txn_000025,0,28881.04,0.6941,0.6583,MEDIUM
txn_002830,1,9712.41,0.694,0.5657,MEDIUM
txn_000808,1,5123.54,0.6939,0.5813,MEDIUM
txn_000928,1,43155.33,0.6936,0.6947,MEDIUM
txn_000594,1,42194.45,0.6934,0.6499,MEDIUM
txn_001537,1,16096.36,0.6932,0.5593,MEDIUM
txn_002566,1,48432.68,0.6929,0.7301,MEDIUM
txn_001329,0,16410.8,0.6928,0.6312,MEDIUM
txn_002214,1,42836.32,0.6928,0.7003,MEDIUM
txn_000366,0,26746.15,0.6927,0.7073,MEDIUM
txn_001356,0,4256.42,0.6926,0.5674,MEDIUM
txn_001942,1,27508.9,0.6921,0.631,MEDIUM
txn_000980,1,32367.52,0.692,0.676,MEDIUM
txn_001776,1,21671.97,0.6918,0.6121,MEDIUM
txn_001683,1,48504.23,0.6916,0.7343,MEDIUM
txn_002845,0,4397.12,0.6916,0.5562,MEDIUM
txn_002325,0,9187.66,0.6912,0.5386,LOW
txn_000379,1,24752.9,0.6911,0.562,MEDIUM
txn_000573,1,29545.51,0.6905,0.5568,MEDIUM
txn_000838,0,23456.17,0.6895,0.6285,MEDIUM
txn_002751,1,12100.67,0.6891,0.574,MEDIUM
txn_000550,0,10870.74,0.6885,0.567,MEDIUM
txn_001825,1,21049.92,0.6883,0.6137,MEDIUM
txn_001214,1,24877.84,0.6882,0.6709,MEDIUM
txn_000029,0,12833.37,0.6876,0.5363,LOW
txn_000981,1,24799.95,0.6873,0.5992,MEDIUM
txn_000541,1,25320.17,0.6871,0.5856,MEDIUM
txn_002986,1,1323.85,0.6869,0.5667,MEDIUM
txn_000312,1,36359.03,0.6862,0.6222,MEDIUM
txn_000639,0,44179.35,0.686,0.6628,MEDIUM
txn_000552,1,20086.44,0.6858,0.5876,MEDIUM
txn_002355,0,9830.23,0.6853,0.5665,MEDIUM
txn_002576,0,45815.02,0.6851,0.6937,MEDIUM
txn_001790,1,41176.0,0.6848,0.6923,MEDIUM
txn_000252,0,12828.49,0.6839,0.6302,MEDIUM
txn_001267,0,24397.73,0.6836,0.6727,MEDIUM
txn_001989,1,35270.01,0.6836,0.6035,MEDIUM
txn_002950,0,41419.17,0.6828,0.6814,MEDIUM
txn_000519,1,22777.86,0.6827,0.5776,MEDIUM
txn_002916,1,37364.1,0.6826,0.7329,MEDIUM
txn_001114,1,13711.89,0.6825,0.576,MEDIUM
txn_002655,0,43619.75,0.6825,0.6904,MEDIUM
txn_000512,0,40189.7,0.6824,0.6284,MEDIUM
txn_001618,1,32464.43,0.6823,0.6592,MEDIUM
txn_002782,1,40643.69,0.6814,0.7203,MEDIUM
txn_002825,1,48117.5,0.6811,0.6709,MEDIUM
txn_002766,1,43452.94,0.6811,0.748,MEDIUM
txn_000637,0,13698.94,0.6809,0.5532,MEDIUM
txn_002326,1,29273.66,0.6808,0.6846,MEDIUM
txn_000201,1,11273.59,0.6806,0.5712,MEDIUM
txn_000159,1,15445.64,0.68,0.6149,MEDIUM
txn_002662,1,42711.73,0.6799,0.6965,MEDIUM
txn_001840,1,16026.47,0.6799,0.5483,LOW
txn_002785,1,32592.86,0.6796,0.6172,MEDIUM
txn_001296,0,38129.02,0.6791,0.6129,MEDIUM
txn_001804,1,14696.15,0.6787,0.5845,MEDIUM
txn_002242,1,23811.74,0.6783,0.6389,MEDIUM
txn_000651,1,39528.47,0.678,0.6864,MEDIUM
txn_000677,1,40289.56,0.6776,0.6108,MEDIUM
txn_000999,1,7783.08,0.6774,0.5438,LOW
txn_001651,0,48035.46,0.6772,0.6938,MEDIUM
txn_001152,1,44460.08,0.6772,0.6835,MEDIUM
txn_001379,1,29221.7,0.6768,0.6498,MEDIUM
txn_000490,0,40196.03,0.6754,0.6375,MEDIUM
txn_002690,0,16499.01,0.6752,0.5767,MEDIUM
txn_002328,1,48056.52,0.6749,0.7202,MEDIUM
txn_001819,1,20657.69,0.6748,0.5778,MEDIUM
txn_001938,1,36869.61,0.6734,0.69,MEDIUM
txn_001828,0,7542.33,0.6732,0.5586,MEDIUM
txn_001588,1,37086.61,0.6728,0.5772,MEDIUM
txn_002640,1,29777.25,0.6728,0.6016,MEDIUM
txn_001724,1,48255.97,0.6725,0.7195,MEDIUM
txn_000702,0,36542.68,0.6722,0.6681,MEDIUM
txn_001555,1,29206.32,0.6719,0.6086,MEDIUM
txn_002924,1,22957.53,0.6716,0.582,MEDIUM
txn_002176,1,46412.69,0.6716,0.6525,MEDIUM
txn_002917,0,38736.75,0.6711,0.7169,MEDIUM
txn_001936,0,3567.79,0.6707,0.5342,LOW
txn_002505,1,9824.63,0.6702,0.5385,LOW
txn_001155,1,31276.62,0.67,0.649,MEDIUM
txn_000559,1,8435.45,0.6687,0.522,LOW
txn_001423,0,20181.21,0.6681,0.4958,LOW
txn_002949,0,33667.83,0.6681,0.6135,MEDIUM
txn_000908,1,13546.98,0.6678,0.6326,MEDIUM
txn_000063,1,45791.32,0.6676,0.7163,MEDIUM
txn_001410,0,6725.22,0.6675,0.5649,MEDIUM
txn_000355,1,15326.01,0.6674,0.5894,MEDIUM
txn_001090,1,36605.58,0.6673,0.6474,MEDIUM
txn_002089,0,32917.71,0.667,0.5964,MEDIUM
txn_000879,1,1715.03,0.6668,0.5959,MEDIUM
txn_001933,1,27498.12,0.6667,0.5965,MEDIUM
txn_001495,0,13881.51,0.6661,0.5767,MEDIUM
txn_000581,1,14920.99,0.6656,0.6181,MEDIUM
txn_002449,1,36760.96,0.6649,0.6326,MEDIUM
txn_002282,1,19397.51,0.6641,0.5748,MEDIUM
txn_002390,1,26434.58,0.6641,0.6033,MEDIUM
txn_000425,0,34553.22,0.6638,0.6116,MEDIUM
txn_000752,0,30476.96,0.6635,0.6794,MEDIUM
txn_002937,0,48507.31,0.6635,0.6319,MEDIUM
txn_002609,1,37674.66,0.6633,0.624,MEDIUM
txn_001275,1,17873.23,0.6632,0.5393,LOW
txn_001472,0,11260.22,0.6632,0.4239,LOW
txn_002108,1,35176.62,0.6629,0.6457,MEDIUM
txn_002271,0,47788.24,0.6627,0.6582,MEDIUM
txn_001546,1,44311.96,0.662,0.7217,MEDIUM
txn_002150,1,48620.77,0.6612,0.6147,MEDIUM
txn_000799,1,4194.34,0.661,0.4607,LOW
txn_002042,1,38837.36,0.6609,0.6413,MEDIUM
txn_002145,1,19990.54,0.6607,0.5866,MEDIUM
txn_002391,1,32048.39,0.6604,0.5905,MEDIUM
txn_001814,0,38008.54,0.6599,0.6858,MEDIUM
txn_002371,0,37151.63,0.6598,0.7001,MEDIUM
txn_001525,0,17335.06,0.6591,0.6213,MEDIUM
txn_000907,1,3018.8,0.6587,0.5128,LOW
txn_000974,1,38120.09,0.6585,0.673,MEDIUM
txn_001703,0,7485.71,0.6583,0.5935,MEDIUM
txn_002470,1,44490.8,0.6583,0.6765,MEDIUM
txn_001593,1,8259.24,0.658,0.5214,LOW
txn_002523,0,37010.94,0.6576,0.6296,MEDIUM
txn_001833,1,42946.38,0.6575,0.6561,MEDIUM
txn_001452,1,23053.94,0.6573,0.5533,MEDIUM
txn_001966,1,26395.07,0.6569,0.6641,MEDIUM
txn_002664,1,9590.24,0.6558,0.5896,MEDIUM
txn_000303,1,17277.9,0.6557,0.6013,MEDIUM
txn_002633,1,22740.24,0.6555,0.5112,LOW
txn_000710,1,33669.8,0.6548,0.6274,MEDIUM
txn_000766,1,4075.61,0.6547,0.4385,LOW
txn_002749,1,27004.09,0.6545,0.6406,MEDIUM
txn_000645,1,43442.53,0.6543,0.729,MEDIUM
txn_000502,0,20579.43,0.6542,0.6196,MEDIUM
txn_001173,0,24815.41,0.6529,0.63,MEDIUM
txn_001564,1,37869.18,0.652,0.6405,MEDIUM
txn_002378,1,3743.86,0.6518,0.4402,LOW
txn_000662,0,11387.01,0.6518,0.4475,LOW
txn_000380,1,40153.23,0.6517,0.7077,MEDIUM
txn_000055,0,33014.41,0.6511,0.6515,MEDIUM
txn_002373,0,32629.16,0.6509,0.6092,MEDIUM
txn_000575,1,31750.06,0.6506,0.6154,MEDIUM
txn_001650,1,10134.34,0.6498,0.4518,LOW
txn_002193,1,26045.17,0.6496,0.6371,MEDIUM
txn_000561,1,49850.13,0.6496,0.7309,MEDIUM
txn_000024,1,30989.04,0.6489,0.6198,MEDIUM
txn_002625,1,48668.11,0.6488,0.7467,MEDIUM
txn_002019,1,41394.21,0.6484,0.6848,MEDIUM
txn_001401,1,47039.85,0.6484,0.6351,MEDIUM
txn_002199,1,26615.31,0.6482,0.5067,LOW
txn_002075,1,30957.97,0.648,0.608,MEDIUM
txn_000016,1,48339.41,0.6468,0.7459,MEDIUM
txn_002811,0,24349.27,0.6467,0.6456,MEDIUM
txn_002168,1,24018.0,0.6464,0.6097,MEDIUM
txn_002877,1,22904.33,0.6464,0.583,MEDIUM
txn_001624,1,28351.29,0.6455,0.6384,MEDIUM
txn_002669,1,7477.56,0.6455,0.5817,MEDIUM
txn_002533,1,33432.84,0.6439,0.633,MEDIUM
txn_001973,1,7308.16,0.6435,0.5214,LOW
txn_000176,0,33189.21,0.6431,0.646,MEDIUM
txn_000952,1,16918.18,0.6431,0.5925,MEDIUM
txn_001940,1,41328.0,0.6425,0.6882,MEDIUM
txn_002424,0,34089.38,0.6425,0.5486,LOW
txn_001631,0,14311.28,0.6419,0.5888,MEDIUM
txn_000267,0,16092.35,0.6417,0.5766,MEDIUM
txn_001831,1,38174.54,0.6415,0.6398,MEDIUM
txn_001706,1,38555.32,0.6413,0.653,MEDIUM
txn_002517,1,3062.57,0.6413,0.5266,LOW
txn_000865,0,45898.13,0.6406,0.659,MEDIUM
txn_002935,0,18340.09,0.6401,0.462,LOW
txn_002099,1,36396.26,0.6392,0.6168,MEDIUM
txn_002157,0,23532.2,0.6391,0.6308,MEDIUM
txn_000803,1,6173.02,0.6388,0.5791,MEDIUM
txn_002293,1,16306.57,0.6382,0.5656,MEDIUM
txn_002308,1,10536.4,0.6379,0.6288,MEDIUM
txn_002496,1,30718.35,0.6371,0.5405,LOW
txn_001440,1,6819.34,0.6369,0.5644,MEDIUM
txn_001025,1,22432.97,0.6369,0.5746,MEDIUM
txn_001688,1,41873.52,0.6363,0.6352,MEDIUM
txn_001511,0,7497.52,0.6362,0.4902,LOW
txn_000845,1,7350.16,0.636,0.4898,LOW
txn_001191,0,8676.69,0.6356,0.5035,LOW
txn_001617,1,27304.15,0.6353,0.5592,MEDIUM
txn_000914,1,17003.25,0.6353,0.5751,MEDIUM
txn_001185,0,15368.48,0.635,0.5374,LOW
txn_002966,0,2306.43,0.6348,0.546,LOW
txn_002345,0,24379.15,0.6346,0.5291,LOW
