transaction_id,customer_id,transaction_amount,customer_transaction_count,customer_success_rate,payment_method,payment_method_success_rate,channel,preferred_channel,product_interest_score,checkout_progress,customer_email_available,customer_phone_available,scenario,payment_status,failure_reason,revenue_at_risk,recovery_attempts,promise_to_pay,recovered,money_recovered,force_recovery_failure
txn_001581,cust_0348,47915.91,4,0.782,CARD,0.904,payment_link,email,0.201,0.185,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001582,cust_0468,19910.08,6,0.93,WALLET,0.796,payment_link,email,0.885,0.266,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001583,cust_0410,29429.89,10,0.541,UPI,0.884,invoice,whatsapp,0.69,0.655,1,1,payment_failure,failed,bank_decline,1,1,0,1,29429.89,0
txn_001584,cust_0764,39989.28,2,0.855,NETBANKING,0.875,payment_link,email,0.244,0.813,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001585,cust_0034,30211.09,25,0.523,NETBANKING,0.731,subscription,whatsapp,0.265,0.065,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001586,cust_0574,3022.03,24,0.82,UPI,0.907,invoice,whatsapp,0.053,0.664,1,1,payment_failure,failed,mandate_failed,1,2,0,1,3022.03,0
txn_001587,cust_0558,15649.25,15,0.868,UPI,0.926,mobile,whatsapp,0.753,0.258,1,1,payment_failure,failed,bank_decline,1,0,1,1,15649.25,0
txn_001588,cust_0384,37086.61,5,0.354,WALLET,0.708,subscription,whatsapp,0.553,0.68,0,1,failed_subscription,failed,timeout,1,3,0,1,37086.61,0
txn_001589,cust_0294,42675.06,14,0.968,NETBANKING,0.962,mobile,email,0.94,0.164,1,1,failed_subscription,failed,timeout,1,3,1,1,42675.06,0
txn_001590,cust_0322,35366.78,8,0.851,CARD,0.83,subscription,sms,0.482,0.943,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001591,cust_0091,48892.59,11,0.822,WALLET,0.767,payment_link,sms,0.048,0.703,1,1,payment_failure,failed,bank_decline,1,2,1,1,48892.59,0
txn_001592,cust_0789,26911.79,15,0.836,NETBANKING,0.78,payment_link,email,0.193,0.695,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001593,cust_0063,8259.24,13,0.771,UPI,0.802,subscription,whatsapp,0.091,0.16,1,1,failed_subscription,failed,bank_decline,1,2,0,1,8259.24,0
txn_001594,cust_0244,16696.31,19,0.881,UPI,0.931,invoice,whatsapp,0.496,0.631,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001595,cust_0782,11333.92,3,0.679,UPI,0.917,mobile,email,0.25,0.002,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001596,cust_0016,22303.02,15,0.613,CARD,0.937,invoice,sms,0.603,0.36,1,0,failed_subscription,failed,bank_decline,1,1,0,1,22303.02,0
txn_001597,cust_0503,34836.71,2,0.753,CARD,0.819,web,sms,0.658,0.372,0,1,overdue_receivable,overdue,invoice_overdue,1,3,0,1,34836.71,0
txn_001598,cust_0730,36729.61,13,0.794,UPI,0.892,invoice,sms,0.341,0.347,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001599,cust_0099,37345.21,27,0.773,NETBANKING,0.902,mobile,whatsapp,0.679,0.475,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,1,37345.21,0
txn_001600,cust_0714,44726.74,20,0.9,NETBANKING,0.922,payment_link,whatsapp,0.945,0.976,1,1,overdue_receivable,overdue,invoice_overdue,1,0,0,1,44726.74,0
txn_001601,cust_0394,36628.31,26,0.583,WALLET,0.981,invoice,sms,0.799,0.953,1,1,failed_subscription,failed,insufficient_funds,1,1,0,0,0.0,0
txn_001602,cust_0329,21249.75,9,0.892,UPI,0.719,invoice,whatsapp,0.394,0.835,1,1,failed_subscription,failed,bank_decline,1,2,1,1,21249.75,0
txn_001603,cust_0137,24466.66,26,0.924,CARD,0.99,subscription,sms,0.886,0.739,1,1,failed_subscription,failed,timeout,1,1,0,1,24466.66,0
txn_001604,cust_0271,16261.97,26,0.911,CARD,0.952,invoice,whatsapp,0.039,0.146,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001605,cust_0600,48156.69,5,0.951,WALLET,0.809,payment_link,sms,0.708,0.837,1,1,failed_subscription,failed,bank_decline,1,1,0,1,48156.69,0
txn_001606,cust_0560,36438.12,22,0.929,WALLET,0.809,subscription,sms,0.132,0.608,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001607,cust_0332,22912.1,28,0.54,UPI,0.913,subscription,sms,0.903,0.055,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001608,cust_0418,33583.56,28,0.644,WALLET,0.87,subscription,email,0.048,0.724,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,1,1,33583.56,0
txn_001609,cust_0521,2448.3,16,0.731,UPI,0.705,payment_link,email,0.883,0.588,1,0,overdue_receivable,overdue,invoice_overdue,1,3,1,1,2448.3,0
txn_001610,cust_0461,24230.61,27,0.772,WALLET,0.921,mobile,whatsapp,0.958,0.577,1,1,overdue_receivable,overdue,invoice_overdue,1,1,0,0,0.0,0
txn_001611,cust_0106,10900.75,1,0.878,UPI,0.765,mobile,sms,0.433,0.981,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001612,cust_0744,30683.05,12,0.908,NETBANKING,0.832,payment_link,sms,0.372,0.891,1,1,payment_failure,failed,mandate_failed,1,3,0,0,0.0,0
txn_001613,cust_0404,26907.93,7,0.751,UPI,0.898,subscription,email,0.386,0.633,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001614,cust_0136,7135.26,5,0.791,WALLET,0.83,invoice,email,0.312,0.963,1,1,overdue_receivable,overdue,invoice_overdue,1,3,0,0,0.0,0
txn_001615,cust_0395,19102.49,26,0.796,UPI,0.729,invoice,sms,0.439,0.977,0,1,mandate_failure,failed,mandate_failed,1,0,0,0,0.0,0
txn_001616,cust_0701,15215.72,21,0.962,WALLET,0.933,subscription,email,0.81,0.121,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001617,cust_0325,27304.15,13,0.526,NETBANKING,0.947,mobile,whatsapp,0.498,0.354,0,1,checkout_dropoff,abandoned,customer_abandoned,1,2,1,1,27304.15,0
txn_001618,cust_0311,32464.43,19,0.759,NETBANKING,0.83,subscription,whatsapp,0.211,0.287,1,1,overdue_receivable,overdue,invoice_overdue,1,0,1,1,32464.43,0
txn_001619,cust_0731,32380.27,17,0.85,UPI,0.765,subscription,sms,0.119,0.501,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001620,cust_0399,48689.31,17,0.798,NETBANKING,0.73,subscription,email,0.322,0.538,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001621,cust_0115,16587.25,25,0.899,NETBANKING,0.804,mobile,whatsapp,0.69,0.471,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001622,cust_0623,28233.26,19,0.851,CARD,0.927,invoice,whatsapp,0.709,0.192,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001623,cust_0561,44786.7,15,0.824,CARD,0.839,web,email,0.643,0.794,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001624,cust_0380,28351.29,26,0.824,UPI,0.911,payment_link,whatsapp,0.15,0.349,1,1,overdue_receivable,overdue,invoice_overdue,1,0,0,1,28351.29,0
txn_001625,cust_0238,36090.08,18,0.631,WALLET,0.924,mobile,sms,0.393,0.663,0,1,failed_subscription,failed,timeout,1,1,0,1,36090.08,0
txn_001626,cust_0525,16076.04,3,0.848,NETBANKING,0.843,invoice,sms,0.128,0.93,1,0,payment_failure,failed,bank_decline,1,3,0,1,16076.04,0
txn_001627,cust_0117,33087.74,12,0.696,WALLET,0.923,subscription,email,0.867,0.341,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001628,cust_0416,47659.61,20,0.78,CARD,0.838,invoice,email,0.4,0.722,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001629,cust_0133,35252.9,22,0.819,WALLET,0.925,invoice,email,0.296,0.682,1,1,payment_failure,failed,mandate_failed,1,3,0,1,35252.9,0
txn_001630,cust_0037,9829.62,23,0.923,CARD,0.784,subscription,whatsapp,0.516,0.667,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001631,cust_0185,14311.28,18,0.6,WALLET,0.75,payment_link,whatsapp,0.453,0.319,1,1,failed_subscription,failed,insufficient_funds,1,1,0,0,0.0,0
txn_001632,cust_0649,649.02,9,0.873,CARD,0.77,mobile,sms,0.164,0.159,1,1,mandate_failure,failed,mandate_failed,1,0,0,1,649.02,0
txn_001633,cust_0260,6196.46,11,0.736,CARD,0.883,invoice,email,0.947,0.17,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001634,cust_0698,6878.93,11,0.757,NETBANKING,0.956,subscription,email,0.11,0.639,1,1,failed_subscription,failed,bank_decline,1,2,1,1,6878.93,0
txn_001635,cust_0524,9887.54,16,0.759,WALLET,0.768,web,sms,0.736,0.565,1,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001636,cust_0231,15197.34,15,0.93,NETBANKING,0.886,invoice,email,0.94,0.389,0,1,checkout_dropoff,abandoned,customer_abandoned,1,0,1,1,15197.34,0
txn_001637,cust_0295,21411.1,19,0.53,CARD,0.73,mobile,email,0.097,0.794,1,1,checkout_dropoff,abandoned,customer_abandoned,1,3,0,1,21411.1,0
txn_001638,cust_0352,43872.32,13,0.865,NETBANKING,0.728,payment_link,sms,0.268,0.028,0,1,payment_failure,failed,insufficient_funds,1,0,0,0,0.0,0
txn_001639,cust_0527,9901.84,11,0.832,UPI,0.735,payment_link,whatsapp,0.946,0.434,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001640,cust_0350,8109.03,20,0.851,CARD,0.801,payment_link,email,0.258,0.222,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001641,cust_0198,8691.83,20,0.913,WALLET,0.918,invoice,email,0.146,0.941,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001642,cust_0517,6560.76,8,0.875,NETBANKING,0.952,mobile,whatsapp,0.686,0.381,1,1,mandate_failure,failed,mandate_failed,1,0,0,1,6560.76,0
txn_001643,cust_0129,7250.75,4,0.846,CARD,0.872,payment_link,email,0.283,0.669,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001644,cust_0695,27341.06,22,0.692,CARD,0.771,payment_link,whatsapp,0.341,0.708,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001645,cust_0630,45627.67,23,0.904,UPI,0.793,invoice,email,0.747,0.734,1,1,failed_subscription,failed,insufficient_funds,1,0,1,1,45627.67,0
txn_001646,cust_0744,43292.88,26,0.933,WALLET,0.92,invoice,sms,0.909,0.604,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001647,cust_0453,3993.3,13,0.693,WALLET,0.711,subscription,email,0.897,0.929,1,1,overdue_receivable,overdue,invoice_overdue,1,1,1,1,3993.3,0
txn_001648,cust_0435,22417.47,3,0.866,CARD,0.879,payment_link,sms,0.665,0.31,1,0,failed_subscription,failed,timeout,1,1,0,1,22417.47,0
txn_001649,cust_0152,4237.68,29,0.802,WALLET,0.886,subscription,email,0.674,0.456,1,0,payment_failure,failed,mandate_failed,1,1,0,1,4237.68,0
txn_001650,cust_0643,10134.34,11,0.685,WALLET,0.942,mobile,sms,0.095,0.404,0,0,checkout_dropoff,abandoned,customer_abandoned,1,1,0,1,10134.34,0
txn_001651,cust_0273,48035.46,7,0.696,CARD,0.849,mobile,email,0.499,0.603,0,1,checkout_dropoff,abandoned,customer_abandoned,1,0,0,0,0.0,0
txn_001652,cust_0033,15349.73,18,0.957,CARD,0.955,invoice,sms,0.425,0.414,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001653,cust_0397,1978.29,11,0.574,CARD,0.977,web,sms,0.764,0.967,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001654,cust_0149,40269.66,26,0.682,WALLET,0.988,subscription,whatsapp,0.387,0.465,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001655,cust_0559,36429.6,28,0.955,WALLET,0.806,subscription,email,0.919,0.578,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001656,cust_0302,32983.38,20,0.691,NETBANKING,0.741,payment_link,sms,0.491,0.421,1,1,payment_failure,failed,authentication_failed,1,3,0,1,32983.38,0
txn_001657,cust_0361,32715.62,23,0.849,UPI,0.807,subscription,whatsapp,0.925,0.023,1,1,payment_failure,failed,insufficient_funds,1,0,0,1,32715.62,0
txn_001658,cust_0565,39073.71,29,0.986,CARD,0.886,subscription,sms,0.074,0.507,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,0,0.0,0
txn_001659,cust_0419,29067.51,19,0.861,UPI,0.972,payment_link,sms,0.652,0.159,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001660,cust_0709,15580.32,21,0.625,UPI,0.791,web,whatsapp,0.662,0.157,1,0,payment_failure,failed,authentication_failed,1,0,0,1,15580.32,0
txn_001661,cust_0644,48766.77,2,0.648,CARD,0.879,invoice,email,0.0,0.55,1,1,payment_failure,failed,bank_decline,1,1,0,1,48766.77,0
txn_001662,cust_0115,45779.36,21,0.63,WALLET,0.909,payment_link,sms,0.28,0.511,1,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001663,cust_0532,6330.07,6,0.648,NETBANKING,0.786,payment_link,sms,0.963,0.984,1,1,overdue_receivable,overdue,invoice_overdue,1,3,0,0,0.0,0
txn_001664,cust_0671,32259.35,1,0.697,CARD,0.761,invoice,sms,0.357,0.783,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001665,cust_0654,30005.04,25,0.676,NETBANKING,0.879,invoice,sms,0.804,0.139,1,1,payment_failure,failed,timeout,1,1,0,1,30005.04,0
txn_001666,cust_0094,29987.01,5,0.871,WALLET,0.884,mobile,whatsapp,0.665,0.239,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,1,29987.01,0
txn_001667,cust_0491,12125.26,23,0.833,UPI,0.89,mobile,email,0.447,0.684,1,1,overdue_receivable,overdue,invoice_overdue,1,2,0,0,0.0,0
txn_001668,cust_0713,41050.97,17,0.868,UPI,0.732,payment_link,sms,0.81,0.761,1,1,overdue_receivable,overdue,invoice_overdue,1,0,0,1,41050.97,0
txn_001669,cust_0665,11808.16,29,0.914,NETBANKING,0.751,web,sms,0.753,0.589,1,1,payment_failure,failed,authentication_failed,1,2,1,1,11808.16,0
txn_001670,cust_0081,1747.97,12,0.758,WALLET,0.912,payment_link,sms,0.766,0.815,1,1,failed_subscription,failed,bank_decline,1,2,0,1,1747.97,0
txn_001671,cust_0376,36919.88,16,0.782,UPI,0.939,invoice,sms,0.98,0.732,1,1,payment_failure,failed,timeout,1,0,0,1,36919.88,0
txn_001672,cust_0524,30136.86,25,0.808,WALLET,0.722,payment_link,whatsapp,0.581,0.912,1,1,mandate_failure,failed,mandate_failed,1,2,0,0,0.0,0
txn_001673,cust_0509,46222.95,23,0.801,NETBANKING,0.738,invoice,sms,0.902,0.75,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001674,cust_0541,14818.21,13,0.973,WALLET,0.95,payment_link,whatsapp,0.421,0.732,1,1,payment_failure,failed,bank_decline,1,2,1,1,14818.21,0
txn_001675,cust_0732,49148.09,11,0.713,CARD,0.725,invoice,email,0.155,0.247,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001676,cust_0352,20964.53,8,0.805,NETBANKING,0.917,web,sms,0.064,0.186,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001677,cust_0636,33564.57,27,0.701,CARD,0.933,payment_link,sms,0.443,0.491,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001678,cust_0583,27996.41,13,0.894,CARD,0.968,mobile,email,0.563,0.14,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001679,cust_0299,11585.33,13,0.686,WALLET,0.835,invoice,email,0.06,0.275,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,1,1,11585.33,0
txn_001680,cust_0451,41576.14,15,0.814,WALLET,0.949,web,email,0.909,0.904,1,1,mandate_failure,failed,mandate_failed,1,1,0,1,41576.14,0
txn_001681,cust_0042,17388.17,14,0.667,CARD,0.846,invoice,sms,0.102,0.249,1,1,checkout_dropoff,abandoned,customer_abandoned,1,2,0,1,17388.17,0
txn_001682,cust_0640,19906.5,19,0.919,WALLET,0.72,web,whatsapp,0.133,0.58,1,1,payment_failure,failed,bank_decline,1,3,0,0,0.0,0
txn_001683,cust_0301,48504.23,15,0.725,NETBANKING,0.711,subscription,email,0.519,0.166,1,1,failed_subscription,failed,insufficient_funds,1,0,1,1,48504.23,0
txn_001684,cust_0438,37581.99,28,0.777,WALLET,0.86,payment_link,whatsapp,0.019,0.324,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001685,cust_0109,30710.26,3,0.852,NETBANKING,0.904,invoice,sms,0.503,0.011,0,1,payment_failure,failed,authentication_failed,1,1,0,0,0.0,0
txn_001686,cust_0386,22783.07,6,0.819,CARD,0.987,subscription,email,0.717,0.993,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001687,cust_0775,24914.63,11,0.888,WALLET,0.814,invoice,email,0.94,0.396,1,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001688,cust_0410,41873.52,23,0.658,UPI,0.895,web,email,0.803,0.122,0,1,checkout_dropoff,abandoned,customer_abandoned,1,2,0,1,41873.52,0
txn_001689,cust_0267,34183.41,9,0.864,UPI,0.791,invoice,email,0.026,0.214,0,1,checkout_dropoff,abandoned,customer_abandoned,1,2,0,1,34183.41,0
txn_001690,cust_0468,4172.54,9,0.65,CARD,0.724,payment_link,whatsapp,0.598,0.878,1,1,overdue_receivable,overdue,invoice_overdue,1,1,0,1,4172.54,0
txn_001691,cust_0461,45510.58,1,0.864,UPI,0.979,invoice,email,0.938,0.903,1,1,checkout_dropoff,abandoned,customer_abandoned,1,3,0,1,45510.58,0
txn_001692,cust_0020,17065.36,1,0.943,NETBANKING,0.842,subscription,email,0.142,0.885,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001693,cust_0005,48023.5,19,0.854,CARD,0.713,web,sms,0.859,0.97,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001694,cust_0593,21969.03,1,0.876,NETBANKING,0.823,invoice,sms,0.389,0.952,0,0,failed_subscription,failed,insufficient_funds,1,3,0,0,0.0,0
txn_001695,cust_0575,37517.98,2,0.618,UPI,0.846,subscription,whatsapp,0.895,0.88,1,1,overdue_receivable,overdue,invoice_overdue,1,2,1,1,37517.98,0
txn_001696,cust_0170,14350.55,21,0.813,CARD,0.721,payment_link,sms,0.61,0.102,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001697,cust_0224,12352.91,11,0.696,WALLET,0.887,web,whatsapp,0.136,0.039,0,1,checkout_dropoff,abandoned,customer_abandoned,1,1,1,1,12352.91,0
txn_001698,cust_0675,16184.88,3,0.796,CARD,0.98,payment_link,email,0.16,0.541,1,1,payment_failure,failed,bank_decline,1,0,0,1,16184.88,0
txn_001699,cust_0794,43548.83,2,0.917,CARD,0.946,mobile,sms,0.774,0.645,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001700,cust_0243,10262.76,6,0.885,NETBANKING,0.901,invoice,whatsapp,0.094,0.763,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001701,cust_0615,18434.25,6,0.721,UPI,0.732,subscription,email,0.661,0.676,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001702,cust_0476,20847.55,2,0.957,WALLET,0.936,subscription,email,0.218,0.012,1,1,overdue_receivable,overdue,invoice_overdue,1,3,0,1,20847.55,0
txn_001703,cust_0293,7485.71,22,0.87,WALLET,0.811,payment_link,email,0.33,0.183,1,1,payment_failure,failed,mandate_failed,1,0,0,0,0.0,0
txn_001704,cust_0142,13377.05,17,0.515,NETBANKING,0.968,mobile,email,0.049,0.445,1,1,payment_failure,failed,bank_decline,1,3,1,1,13377.05,0
txn_001705,cust_0570,3375.74,4,0.957,CARD,0.717,invoice,sms,0.696,0.413,1,1,overdue_receivable,overdue,invoice_overdue,1,1,1,1,3375.74,0
txn_001706,cust_0503,38555.32,27,0.759,CARD,0.906,web,whatsapp,0.717,0.235,0,1,payment_failure,failed,authentication_failed,1,1,0,1,38555.32,0
txn_001707,cust_0447,12672.14,20,0.959,CARD,0.78,subscription,sms,0.401,0.94,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001708,cust_0068,15928.82,16,0.655,WALLET,0.929,invoice,whatsapp,0.195,0.933,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001709,cust_0230,47940.19,15,0.812,WALLET,0.932,payment_link,email,0.17,0.237,0,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,0,0.0,0
txn_001710,cust_0111,40837.34,20,0.643,NETBANKING,0.849,subscription,whatsapp,0.897,0.792,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001711,cust_0216,661.49,7,0.483,UPI,0.792,subscription,sms,0.418,0.713,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001712,cust_0349,21853.65,20,0.721,CARD,0.765,invoice,sms,0.22,0.176,0,1,overdue_receivable,overdue,invoice_overdue,1,0,1,1,21853.65,0
txn_001713,cust_0378,34127.78,27,0.826,WALLET,0.795,mobile,whatsapp,0.307,0.987,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001714,cust_0539,3107.94,13,0.775,WALLET,0.908,payment_link,email,0.646,0.916,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001715,cust_0364,1425.38,21,0.59,CARD,0.961,invoice,sms,0.35,0.03,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001716,cust_0591,8731.52,23,0.901,WALLET,0.83,invoice,sms,0.973,0.819,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001717,cust_0177,5321.3,10,0.573,CARD,0.74,invoice,whatsapp,0.853,0.027,1,1,failed_subscription,failed,bank_decline,1,1,1,1,5321.3,0
txn_001718,cust_0737,35068.44,23,0.824,CARD,0.766,mobile,sms,0.849,0.924,0,1,payment_failure,failed,authentication_failed,1,2,0,0,0.0,0
txn_001719,cust_0736,46473.67,23,0.775,WALLET,0.73,subscription,email,0.136,0.814,0,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001720,cust_0237,36196.03,1,0.913,UPI,0.875,mobile,sms,0.814,0.496,1,1,failed_subscription,failed,insufficient_funds,1,0,0,1,36196.03,0
txn_001721,cust_0352,19318.95,29,0.747,NETBANKING,0.834,payment_link,email,0.435,0.186,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001722,cust_0171,35093.08,8,0.892,UPI,0.947,payment_link,email,0.642,0.833,1,1,payment_failure,failed,timeout,1,3,0,1,35093.08,0
txn_001723,cust_0577,42540.99,1,0.897,UPI,0.947,mobile,sms,0.773,0.611,1,1,payment_failure,failed,timeout,1,2,1,1,42540.99,0
txn_001724,cust_0182,48255.97,17,0.848,NETBANKING,0.756,web,email,0.523,0.115,1,1,overdue_receivable,overdue,invoice_overdue,1,1,1,1,48255.97,0
txn_001725,cust_0541,13249.1,2,0.765,UPI,0.876,mobile,sms,0.071,0.43,1,1,mandate_failure,failed,mandate_failed,1,0,1,1,13249.1,0
txn_001726,cust_0757,5700.24,21,0.992,CARD,0.731,web,email,0.778,0.058,1,1,mandate_failure,failed,mandate_failed,1,3,0,0,0.0,0
txn_001727,cust_0538,35475.68,19,0.926,NETBANKING,0.783,mobile,sms,0.093,0.499,1,1,mandate_failure,failed,mandate_failed,1,3,0,0,0.0,0
txn_001728,cust_0418,27710.04,28,0.808,WALLET,0.756,invoice,sms,0.106,0.31,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001729,cust_0219,39724.39,21,0.765,CARD,0.705,mobile,email,0.114,0.582,1,1,payment_failure,failed,insufficient_funds,1,2,0,1,39724.39,0
txn_001730,cust_0742,12916.1,18,0.67,WALLET,0.964,payment_link,email,0.073,0.756,1,0,payment_failure,failed,mandate_failed,1,2,0,1,12916.1,0
txn_001731,cust_0558,31723.79,8,0.684,UPI,0.779,payment_link,email,0.425,0.208,0,0,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001732,cust_0336,35705.42,1,0.448,WALLET,0.91,subscription,whatsapp,0.25,0.616,1,1,failed_subscription,failed,insufficient_funds,1,3,1,1,35705.42,0
txn_001733,cust_0180,15703.87,10,0.575,UPI,0.939,payment_link,sms,0.457,0.815,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001734,cust_0429,7578.8,5,0.667,CARD,0.971,invoice,sms,0.33,0.172,1,1,overdue_receivable,overdue,invoice_overdue,1,2,0,1,7578.8,0
txn_001735,cust_0519,1295.91,6,0.876,NETBANKING,0.984,invoice,whatsapp,0.281,0.801,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001736,cust_0528,5225.12,12,0.424,CARD,0.753,payment_link,email,0.875,0.885,1,1,mandate_failure,failed,mandate_failed,1,3,0,1,5225.12,0
txn_001737,cust_0674,37637.88,28,0.934,NETBANKING,0.702,web,email,0.226,0.194,1,1,overdue_receivable,overdue,invoice_overdue,1,1,0,1,37637.88,0
txn_001738,cust_0650,38074.46,6,0.914,NETBANKING,0.944,subscription,email,0.953,0.499,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001739,cust_0566,6910.05,18,0.664,WALLET,0.733,mobile,email,0.569,0.918,0,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,1,6910.05,0
txn_001740,cust_0779,28543.09,27,0.869,CARD,0.838,invoice,email,0.621,0.008,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001741,cust_0048,14302.53,2,0.564,CARD,0.824,web,email,0.845,0.714,1,1,failed_subscription,failed,insufficient_funds,1,2,0,1,14302.53,0
txn_001742,cust_0268,1339.49,20,0.82,CARD,0.769,web,email,0.106,0.05,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001743,cust_0348,32515.44,1,0.871,UPI,0.762,mobile,whatsapp,0.731,0.115,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001744,cust_0394,3278.4,8,0.762,CARD,0.879,web,sms,0.955,0.841,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001745,cust_0166,43670.69,28,0.74,CARD,0.799,payment_link,email,0.648,0.674,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
txn_001746,cust_0633,25914.44,4,0.918,NETBANKING,0.867,payment_link,whatsapp,0.852,0.39,1,1,mandate_failure,failed,mandate_failed,1,3,0,1,25914.44,0
txn_001747,cust_0516,32226.55,29,0.796,UPI,0.717,mobile,sms,0.415,0.618,1,1,failed_subscription,failed,timeout,1,1,0,1,32226.55,0
txn_001748,cust_0266,48749.86,22,0.908,NETBANKING,0.796,mobile,email,0.786,0.094,1,1,checkout_dropoff,abandoned,customer_abandoned,1,1,0,1,48749.86,0
txn_001749,cust_0314,13563.73,13,0.895,UPI,0.831,mobile,whatsapp,0.126,0.215,0,1,mandate_failure,failed,mandate_failed,1,3,1,1,13563.73,0
txn_001750,cust_0781,10074.4,10,0.976,UPI,0.87,subscription,email,0.79,0.814,1,1,overdue_receivable,overdue,invoice_overdue,1,2,0,1,10074.4,0
txn_001751,cust_0189,16263.24,7,0.449,CARD,0.893,web,email,0.103,0.823,1,1,clean_payment,captured,none,0,0,0,1,0.0,0
